Nome,Endereço,Cidade,Avaliação,Tipos,Latitude,Longitude,Place_ID
Linha Férrea Central do Brasil (trecho de Pindamonhangaba-SP),"Av. Dr. Jorge Tibiriçá - Chácara Galega, Pindamonhangaba - SP, 12422-050, Brasil","Pindamonhangaba, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-229.303.996,-454.621.483,ChIJpRD4qyrxzJQRREnnoZVM4z8
Viagem de trem,"Centro, Pindamonhangaba - SP, 12400-370, Brasil","Pindamonhangaba, SP",4.5,"atração turística, ponto de interesse, estabelecimento",-229.263.928,-454.620.404,ChIJvWlNAHvxzJQRX31zPrP9W8w
Estátua (Imagem) de São Francisco de Assis,"Bosque da Princesa, Pindamonhangaba - SP, Brasil","Pindamonhangaba, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-229.194.976,-454.630.965,ChIJ3ynQqBjxzJQROI8VeDiAbiQ
Parque do Itapeva,"Pindamonhangaba, SP, Brasil","Pindamonhangaba, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-227.798.428,-455.275.778,ChIJlVvxJ4GLzJQRzjpj41GmdMw
Parque Natural Municipal do Trabiju,"Estrada Municipal José Machado de Andrade, Pindamonhangaba - SP, Brasil","Pindamonhangaba, SP",4.6,"parque, ponto de interesse, estabelecimento",-228.465.071,-455.177.646,ChIJHxk4007zzJQRtwkE2RFITUM
Cachoeira de Emas,"Av. Rosa Senhorini Zero - Cachoeira de Emas, Pirassununga - SP, 13641-002, Brasil","Pirassununga, SP",4.5,"atração turística, alimentação, ponto de interesse, estabelecimento,Cachoeira",-219.263.436,-473.684.452,ChIJt8PYrBwCyJQRB3bqkEqBQeU
Cachoeira Do Bicho,"Pirassununga, SP, Brasil","Pirassununga, SP",4.7,"atração turística, ponto de interesse, estabelecimento,Cachoeira",-219.860.246,-475.278.667,ChIJwVMLNrX4x5QRGPgo79ZSN-w
Praça Primeiro Voo,"R. Felippe Malaman, 90 - Vila Redencao, Pirassununga - SP, 13633-340, Brasil","Pirassununga, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-220.255.815,-474.266.126,ChIJMSOVW7MHyJQRNuOlzI3So20
Cachoeira do Monte Sião,"Pirassununga, SP, Brasil","Pirassununga, SP",4.8,"parque, ponto de interesse, estabelecimento,Cachoeira",-220.383.057,-475.342.755,ChIJ1VqFF3f5x5QRv7uIrr3Ml6k
Praça Ninho das Águias,"Av. Germano Dix, 465 - Jardim Carlos Gomes, Pirassununga - SP, 13633-010, Brasil","Pirassununga, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-220.153.099,-4.742.680.170.000.000,ChIJW6nu8dEHyJQRweZl-LBptRw
"Cachoeira do Mafra, Pirassununga SP","Unnamed Road, Pirassununga - SP, Brasil","Pirassununga, SP",4.6,"atração turística, ponto de interesse, estabelecimento,Cachoeira",-220.753.414,-474.964.362,ChIJReAET_j8x5QRQmXYrL3dIfQ
Cristo Redentor,"Base Operacional Neoenergia Elektro - Pirassununga, SP, 13633-480, Brasil","Pirassununga, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-21.998.805,-474.467.955,ChIJqc-Zkw8ByJQR16Mqz7w76Pg
Praça Pirassununga Cidade Simpatia,"Pirassununga, SP, 13631-600, Brasil","Pirassununga, SP",4.3,"atração turística, ponto de interesse, estabelecimento",-220.357.539,-474.282.689,ChIJ--LjXWkHyJQRXHNCSuGn3gY
Alambique Cachaça Sapucaia,"Estr. Mun. Alipio de Campos, 800 - Bairro Roque, Pirassununga - SP, 13630-000, Brasil","Pirassununga, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-220.651.295,-473.691.404,ChIJKcSSjVMPyJQRRCXqzWcOFVo
Praça Conselheiro Antonio Prado,"R. Gen. Osório, 125-249 - Centro, Pirassununga - SP, 13631-060, Brasil","Pirassununga, SP",4.6,"parque, ponto de interesse, estabelecimento",-219.967.732,-4.742.702.509.999.990,ChIJzxeI4sAAyJQRoqAyz5vVWdw
Lago Municipal de Pirassununga,"Av. Painguás, 1573-1917 - Vila Guimaraes, Pirassununga - SP, Brasil","Pirassununga, SP",4.3,"parque, ponto de interesse, estabelecimento",-220.098.859,-474.326.476,ChIJ0SOeJ7QAyJQR9vdkYvFcBIw
Praça da Bíblia,"Av. Nove de Julho, 22 - Centro, Poá - SP, 08550-100, Brasil","Poá, SP",4.5,"parque, ponto de interesse, estabelecimento",-235.191.992,-463.425.438,ChIJmahVVNJ7zpQRHuLSrF7Ng7c
Bosque Nova Poá,"300, Av. Adutora, 10 - Jardim Nova Poa, Poá - SP, Brasil","Poá, SP",3.8,"parque, ponto de interesse, estabelecimento",-235.517.933,-463.447.701,ChIJy5qyNr16zpQRX9P-YGMsofI
Mirante de Poá,"Rua Dom Pedro II, 1750 - Jardim Emília, Poá - SP, 08566-000, Brasil","Poá, SP",4.3,"atração turística, ponto de interesse, estabelecimento",-235.454.956,-4.634.232.979.999.990,ChIJ3U3ulIt7zpQRtNMLapJJD54
Praça do Obelisco,"Praça Belisio Colosso - São Benedito, Poá - SP, 08550-000, Brasil","Poá, SP",3.8,"ponto de interesse, estabelecimento",-23.538.183,-46.346.205,ChIJocNs18N6zpQRH3jmrzKkpd8
Poá Turismo,"R. Hermógenes La Regina, 26 - Centro, Poá - SP, 08550-230, Brasil","Poá, SP",4.6,"agência de viagens, ponto de interesse, estabelecimento",-235.219.398,-463.433.537,ChIJR-cBICB7zpQRcrRnB-Ya5DU
Praça de Eventos Lucília Gomes Felippe - Pavilhão de Convenções Prefeito José Massa,"Av. Antônio Massa, 150 - Centro, Poá - SP, 08550-350, Brasil","Poá, SP",4.3,"ponto de interesse, estabelecimento",-235.202.654,-463.398.742,ChIJRVxhbh57zpQRXJRv5KLElSE
Vec Viagens e Turismo,"Rua Dom Pedro II, 156 - Poá, SP, 08563-400, Brasil","Poá, SP",0.0,"agência de viagens, ponto de interesse, estabelecimento",-235.352.882,-463.520.665,ChIJ_ZOU_YlABo0RsUsnWdC6u1k
Secretaria de Turismo - Poá,"Av. Vital Brasil, 90 - Centro, Poá - SP, 08550-010, Brasil","Poá, SP",4.3,"escritório do governo local, ponto de interesse, estabelecimento",-235.189.963,-463.428.592,ChIJWZ22wyF7zpQRz1flUy3j-20
Rodoviário Turismo,"R. Quintino Bocaiúva, 110 A - Jardim America, Poá - SP, 08555-300, Brasil","Poá, SP",0.0,"agência de viagens, ponto de interesse, estabelecimento",-235.120.844,-463.537.977,ChIJma7lUzd7zpQRUuu8KzGbEd8
Monte do Clamor,"FPWH+MR Suzano - Palmeiras de São Paulo - Boa Vista Paulista, Suzano - SP, Brasil","Poá, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-23.503.345,-46.270.379,ChIJTWy0YxF5zpQRkaRj0fHqAL0
Fonte Áurea,"R. Castro Alves, 141 - Vila Aurea, Poá - SP, 08554-440, Brasil","Poá, SP",4.5,"ponto de interesse, estabelecimento",-235.193.529,-463.551.641,ChIJ035Vsi97zpQRlkiYcoL6RhM
Poá,"55 Loja Somativa - R. Dep. Porfírio da Paz, Box 25 - Centro, Poá - SP, 08561-350, Brasil","Poá, SP",4.2,"estação ferroviária, estação de transporte, ponto de interesse, estabelecimento",-235.254.219,-46.343.605,ChIJubyhLt56zpQR3ii80MtDyYk
Ponte Ferroviária Córrego Itaim,"R. Francisco Alves, 2 - Conj. Alvorada, Poá - SP, 08559-200, Brasil","Poá, SP",1.0,"atração turística, ponto de interesse, estabelecimento",-235.196.766,-46.337.179,ChIJd8_qdbB7zpQRjfQQnjavugo
Parque do Povo de Presidente Prudente,"R. Dr. João Gonçalves Foz, 614 - Jardim Marupiara, Pres. Prudente - SP, 19050-050, Brasil","Presidente Prudente, SP",4.6,"atração turística, parque, agência de viagens, ponto de interesse, estabelecimento",-221.236.621,-514.024.172,ChIJVU9Zp0X0k5QROXUEzPC3gZY
Centro Histórico Cultural Matarazzo,"R. Quintino Bocaiúva, 749 - Vila Marcondes, Pres. Prudente - SP, 19030-000, Brasil","Presidente Prudente, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-221.208.288,-513.794.625,ChIJbT0xubD1k5QRpf5rr5PUoJk
Cidade da Criança,"Rod. Raposo Tavares, S/N - Jardim Satelite, Pres. Prudente - SP, 19063-005, Brasil","Presidente Prudente, SP",4.4,"atração turística, parque, ponto de interesse, estabelecimento",-221.836.191,-513.854.282,ChIJk3S4DNyKk5QRbWf5JCdnF_Q
Parque Ecológico Nelson Bugalho,"R. Florence Alia Martins, 50 - Res. Sao Marcos, Pres. Prudente - SP, 19023-675, Brasil","Presidente Prudente, SP",4.1,"parque, ponto de interesse, estabelecimento",-221.044.379,-514.034.227,ChIJS-LSYCb0k5QRgSZYuvFJ8Rg
Balneário da Amizade,"Av. João Gomes - Uep3-S.2, Pres. Prudente - SP, 19068-260, Brasil","Presidente Prudente, SP",4.4,"atração turística, parque, ponto de interesse, estabelecimento",-221.060.091,-51.443.811,ChIJsxraUVrxk5QRxLpB2VicirI
Praça dos Prefeitos,"Av. Cel. José Soares Marcondes - Jardim Bongiovani, Pres. Prudente - SP, 19050-230, Brasil","Presidente Prudente, SP",0.0,"atração turística, ponto de interesse, estabelecimento",-221.364.047,-513.959.475,ChIJYRf-Vx31k5QRyy1eQSUGI50
Praça do Centenário,"Av. 11 de Maio - Vila Formosa, Pres. Prudente - SP, 19061-360, Brasil","Presidente Prudente, SP",4.6,"parque, ponto de interesse, estabelecimento",-221.238.505,-514.034.947,ChIJ55-MLkf0k5QRsVKC-LeJT4U
Praça Beira Rio,"R. José Suguinoshita, 126-210 - Vila Alay Jose Correa, Registro - SP, 11900-000, Brasil","Registro, SP",4.4,"parque, atração turística, ponto de interesse, estabelecimento",-244.871.867,-4.784.069.840.000.000,ChIJJRHxZ3Y0xZQRRBNelsa9wdQ
Bosque Municipal Torazo Okamoto,"R. Uruguai, 2-192 - Vila Ponce, Registro - SP, 11900-000, Brasil","Registro, SP",4.0,"parque, ponto de interesse, estabelecimento",-245.088.218,-478.433.313,ChIJHZORDH0zxZQRIM7hw1LIZO4
Cachoeira da Bulha,"Registro - SP, 11900-000, Brasil","Registro, SP",4.6,"atração turística, ponto de interesse, estabelecimento,Cachoeira",-245.630.519,-480.461.901,ChIJ_U-fjborxZQR4ViLoxzNZlY
Eu amo Registro -sp,"Centro, Registro - SP, 11900-000, Brasil","Registro, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-244.900.029,-478.377.175,ChIJFVIdLwA1xZQR_m9zO10pJ9A
Monumento Rotary Internacional,"Centro, Registro - SP, 11900-000, Brasil","Registro, SP",0.0,"atração turística, ponto de interesse, estabelecimento",-244.972.412,-478.446.268,ChIJK3FJ7S4zxZQRGXw11Hp_j84
Mirante do Cruzeiro,"Trilha da Bulha, Registro - SP, 11900-000, Brasil","Registro, SP",4.9,"atração turística, ponto de interesse, estabelecimento",-245.576.086,-480.789.987,ChIJKzQ_9EgrxZQR0iHl3INM1Ps
Cachoeira da Serra,"Unnamed Road, Registro - SP, 11900-000, Brasil","Registro, SP",4.3,"atração turística, ponto de interesse, estabelecimento,Cachoeira",-245.624.853,-48.061.585,ChIJ7xK2zgYrxZQRH8kCvwhOuyc
Memorial da Imigração Japonesa Vale do Ribeira,"Aby - R. Miguel, R. Félix Aby Azar, 224 - Centro, Registro - SP, 11900-000, Brasil","Registro, SP",4.8,"museu, ponto de interesse, estabelecimento",-244.886.023,-478.392.658,ChIJycyZz141xZQRuRysD8hn2DM
Morro do Votupoca,"Registro - SP, 11900-000, Brasil","Registro, SP",0.0,"parque, ponto de interesse, estabelecimento",-24.513.769,-47.992.876,ChIJaSqryIotxZQRFeQHLlg9XLg
Sítio Shimada - Chás Artesanais e Turismo,"Av, R. Dr. Sizenando de Carvalho, 101, Registro - SP, 11900-000, Brasil","Registro, SP",4.9,"ponto de interesse, estabelecimento",-245.184.361,-478.413.343,ChIJ7dUvvp80xZQRYFLzbEW833o
Kartódromo de Registro,"Jardim das Palmeiras, Registro - SP, 11900-000, Brasil","Registro, SP",4.6,"ponto de interesse, estabelecimento",-245.267.105,-4.784.983.820.000.000,ChIJ9Z5NalwzxZQRoK3xxG6bLIM
Parque Lago Azul,"13500-512,, R. 2 A, 897-957 - Vila Aparecida, Rio Claro - SP, 13500-512, Brasil","Rio Claro, SP",4.4,"parque, ponto de interesse, estabelecimento",-223.908.136,-4.756.264.909.999.990,ChIJ3QCnb6bbx5QRmp6r2Zg7pok
Lago Azul,"Av. Visc. de Rio Claro - Vila Aparecida, Rio Claro - SP, Brasil","Rio Claro, SP",4.1,"parque, atração turística, ponto de interesse, estabelecimento",-223.950.566,-475.631.159,ChIJkbToJKbbx5QR6iQzStiZUKo
Entrada Principal Horto de Rio Claro,"Av. Navarro de Andrade, 425-819 - Vila Paulista, Rio Claro - SP, 13506-820, Brasil","Rio Claro, SP",4.6,"museu, atração turística, ponto de interesse, estabelecimento",-224.122.654,-475.516.061,ChIJYbAPo0bax5QRl6sQQkqaEOE
Floresta Estadual Edmundo Navarro de Andrade,"Av. Navarro de Andrade, s/n - Vila Paulista, Rio Claro - SP, 13500-200, Brasil","Rio Claro, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-224.123.273,-475.513.775,ChIJk3Pkiu7bx5QRlaSXkJjqYW4
Afloramento geologico 3 eras: Formação Rio Claro - pirambóia - Corumbatai,"Jardim Sigal, Rio Claro - SP, Brasil","Rio Claro, SP",0.0,"atração turística, ponto de interesse, estabelecimento",-223.803.146,-476.544.666,ChIJFRK9k5jDx5QRDePvmX7BjwI
Museu Histórico e Pedagógico “Amador Bueno da Veiga”,"Av. 2, 572 - Centro, Rio Claro - SP, 13500-410, Brasil","Rio Claro, SP",4.8,"museu, ponto de interesse, estabelecimento",-224.100.816,-475.638.223,ChIJQZGQy-Dbx5QRUJDAohUpPSc
Passarela do Samba,"R. 3 A - Vila Alemã, Rio Claro - SP, Brasil","Rio Claro, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-223.814.392,-475.563.925,ChIJJXYUQwDbx5QRVSXPU-5llz8
Museu de Minerais e Rochas Heinz Ebert,"Av. 24 A, 1515 - Bela Vista, Rio Claro - SP, 13506-700, Brasil","Rio Claro, SP",4.9,"museu, ponto de interesse, estabelecimento",-223.966.165,-475.485.736,ChIJx55uccnbx5QRO0HzVBNntDI
Museu do Eucalipto - Horto Florestal Edmundo Navarro de Andrade,"Av. Nossa Sra. da Saúde - Res. Florenca, Rio Claro - SP, Brasil","Rio Claro, SP",4.5,"museu, ponto de interesse, estabelecimento",-224.122.993,-475.239.453,ChIJ6evQIvTZx5QR28BwxCmHGPo
Sambódromo,"R. 3 A - Vila Alemã, Rio Claro - SP, Brasil","Rio Claro, SP",5.0,"parque, ponto de interesse, estabelecimento",-223.813.336,-475.566.057,ChIJ4_RmHQDbx5QRzUo9F3B0IfA
"Museu da Ciência de São Carlos ""Prof. Mário Tolentino""","Praça Coronel Salles, s/n, subsolo - Centro, SP, 13560-220, Brasil","São Carlos, SP",4.6,"atração turística, museu, ponto de interesse, estabelecimento",-220.167.675,-478.904.077,ChIJI-wiPiV3uJQRBqzYYf3cFmM
Parque Ecológico de São Carlos Dr. Antônio Teixeira Vianna,"Estrada Municipal Guilherme Scatena, Km 2, s/n - Espraiado, São Carlos - SP, 13566-434, Brasil","São Carlos, SP",4.6,"zoológico, atração turística, parque, ponto de interesse, estabelecimento",-219.875.993,-478.768.807,ChIJ05PTSyV3uJQReVV4w9s-p-g
Parque do Bicão,"Av. Maria Consuelo Brandão Tolentino - Jardim Bicão, São Carlos - SP, 13575-040, Brasil","São Carlos, SP",4.1,"parque, atração turística, ponto de interesse, estabelecimento",-2.203.105,-479.071.497,ChIJpUOZ9Wl3uJQRfdVP0EtYu9Y
Museu de São Carlos,"Praça Antônio Prado, s/n - Andar Térreo - Centro, São Carlos - SP, 13560-046, Brasil","São Carlos, SP",4.5,"museu, ponto de interesse, estabelecimento",-22.023.126,-47.895.515,ChIJTVnEbDx3uJQRpodE7j5FxXA
Palacete Conde do Pinhal,"XR, R. Conde do Pinhal, 2017, São Carlos - SP, 13560-002, Brasil","São Carlos, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-220.177.536,-4.789.047,ChIJwfDG4yR3uJQRRSIJdrrfWuA
Fazenda Santa Maria do Monjolinho,"Estr. Mun. Washington José Pêra, 1977 - Botafogo, São Carlos - SP, 13560-049, Brasil","São Carlos, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-220.445.403,-479.701.763,ChIJx-Z_LC53uJQRzGlErTyk1bs
Cachoeira Babilônia monaco,"Unnamed Rd, São Carlos - SP, Brasil","São Carlos, SP",4.6,"atração turística, ponto de interesse, estabelecimento,Cachoeira",-219.799.652,-477.966.345,ChIJcSgukYN0uJQR7S7Ctkv43sE
Praça dos Voluntários,"São Carlos, SP, 13560-011, Brasil","São Carlos, SP",4.2,"atração turística, parque, ponto de interesse, estabelecimento",-220.199.984,-47.890.144,ChIJ97UJfSN3uJQRiVJpl9O1Iok
Horta Municipal de São Carlos,"Estr. Mun. Guilherme Scatena - São Carlos, SP, Brasil","São Carlos, SP",0.0,"atração turística, ponto de interesse, estabelecimento",-219.886.673,-478.727.586,ChIJNZTyFABxuJQRDSlM8eHwnpY
Passeio São Carlos,"Av. Francisco Pereira Lopes, 1701 - Santa Mônica, São Carlos - SP, 13561-250, Brasil","São Carlos, SP",4.5,"shopping, ponto de interesse, estabelecimento",-22.005.136,-479.042.062,ChIJ4fvPpfxxuJQRISa4msyxiXo
Feira Parque do Kartódromo,"Av. Liberdade, 201-225 - Jardim Nova Santa Paula, São Carlos - SP, 13564-331, Brasil","São Carlos, SP",4.6,"parque, ponto de interesse, estabelecimento",-219.988.496,-478.983.874,ChIJDc5omMhwuJQRH-lYf2tbFgw
Bosque Santa Marta,"Parque Santa Marta, São Carlos - SP, Brasil","São Carlos, SP",4.8,"parque, ponto de interesse, estabelecimento",-219.936.292,-479.074.026,ChIJWcDrQb5xuJQRiiVlnpzTzn4
Catedral de São Carlos,"Praça Dom Marcondes Homem de Mello s/n - Centro, São Carlos - SP, 13560-570, Brasil","São Carlos, SP",4.7,"igreja, local de culto, ponto de interesse, estabelecimento",-220.181.123,-478.912.082,ChIJgXYD6CR3uJQRIZuh2PPfm_4
Praça Cel. Paulino Carlos,"Av. São Carlos, 1650-1764 - Centro - Nucleo Res. Silvio Vilari, São Carlos - SP, 13560-011, Brasil","São Carlos, SP",4.5,"atração turística, ponto de interesse, estabelecimento",-220.182.715,-478.903.179,ChIJeWAqm-R3uJQRWIPQiaUm4tw
Represa 29,"Água Vermelha, São Carlos - SP, Brasil","São Carlos, SP",4.3,"atração turística, parque, ponto de interesse, estabelecimento",-219.139.603,-478.171.057,ChIJiyaK63FyuJQRv3c-2djoh4E
Praça XV de Novembro,"R. 15 de Novembro, 1593-1483 - Centro, São Carlos - SP, 13560-110, Brasil","São Carlos, SP",4.6,"ponto de interesse, estabelecimento",-220.119.477,-478.954.141,ChIJWeUp0Lx3uJQRIdA-uQ1XlWI
Balão do Bonde - Praça Arcesp,"R. Padre Teixeira, 2877-2917 - Jardim Bethania, São Carlos - SP, 13569-007, Brasil","São Carlos, SP",4.4,"ponto de interesse, estabelecimento",-220.131.056,-478.734.077,ChIJeQWjPdt2uJQR1nYUaJR1coc
Bosque Cambuí,"São Carlos, SP, Brasil","São Carlos, SP",4.9,"parque, ponto de interesse, estabelecimento",-219.919.202,-479.045.208,ChIJi40n_PRxuJQRMvqcVqD8lcM
Onde ir em são Carlos,"Av. São Carlos - Centro, São Carlos - SP, 13560-002, Brasil","São Carlos, SP",0.0,"ponto de interesse, estabelecimento",-220.174.158,-478.908.216,ChIJgX9zN9Z3uJQR1pthvgrtIb0
Pedra Balão,"São João da Boa Vista - SP, Brasil","São João da Boa Vista, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-219.390.699,-46.765.427,ChIJJzNochPMyZQRjgbPwjOvG3Q
Serras Vulcânicas,"R. Carlos Kielander, 164 - Centro, São João da Boa Vista - SP, 13870-210, Brasil","São João da Boa Vista, SP",0.0,"atração turística, ponto de interesse, estabelecimento",-219.690.608,-468.001.461,ChIJC0BNkuXLyZQRuuWOnD-L_B0
Serra da Paulista,"Estr. Serra da Paulista - Jardim Guanabara, São João da Boa Vista - SP, Brasil","São João da Boa Vista, SP",4.8,"atração turística, ponto de interesse, estabelecimento",-219.481.477,-467.864.573,ChIJLdBKRpjNyZQRRu_Mps44SFg
Trilha Educar,"Unnamed Road - Jardim das Paineiras, São João da Boa Vista - SP, 13870-000, Brasil","São João da Boa Vista, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-219.539.969,-467.386.125,ChIJPf7vulrJyZQRKSZB9fRfh3s
Vista Dos Bois,"26Q8+6X, São João da Boa Vista - SP, Brasil","São João da Boa Vista, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-219.619.657,-467.825.415,ChIJnTBd1kvLyZQR47KNEUCuQ6E
Mirante da Boa Vista,"São João da Boa Vista - SP, Brasil","São João da Boa Vista, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-218.569.755,-467.522.048,ChIJ142mIhzSyZQR4W4kleSNh6I
Monumento Cruz Caminho da Fé,"Estr. Serra da Paulista, São João da Boa Vista - SP, Brasil","São João da Boa Vista, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-219.245.621,-467.782.789,ChIJh2g4vlHMyZQRW6hL13DS6NQ
Praça Coronel Joaquim José,"Av. Dona Gertrudes, 75 - Centro, São João da Boa Vista - SP, 13870-120, Brasil","São João da Boa Vista, SP",4.5,"parque, ponto de interesse, estabelecimento",-219.707.714,-4.679.834,ChIJleEbBGXLyZQR8oHbbSdVzjc
Passagem de Nível,"R. Racticliff, 10 - Pratinha, São João da Boa Vista - SP, 13873-010, Brasil","São João da Boa Vista, SP",5.0,"parque, ponto de interesse, estabelecimento",-219.616.998,-467.987.638,ChIJd0sIMyvNyZQRRJvmVo9NEno
Saída Vargem,"25P8+VC, São João da Boa Vista - SP, Brasil","São João da Boa Vista, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-219.628.233,-468.339.396,ChIJVYO4USQzyJQRKfxPFQbQIkA
Haras Nossa Senhora das Graças,"267X+2H - Lot. Solario da Mantiqueira, São João da Boa Vista - SP, Brasil","São João da Boa Vista, SP",0.0,"atração turística, ponto de interesse, estabelecimento",-21.987.453,-46.751.086,ChIJfabGTgDLyZQRWXwIHk6lkw4
Estação Ferroviária de São João da Boa Vista,"R. São João, 41 - Centro, São João da Boa Vista - SP, 13870-222, Brasil","São João da Boa Vista, SP",4.7,"museu, ponto de interesse, estabelecimento",-219.652.435,-468.006.301,ChIJKxoMGGLLyZQR-e-b5Yt1nNA
Cachoeira do Mirante,"Estr. Serra da Paulista, 3897 - Sítio Santana, São João da Boa Vista - SP, 14873-550, Brasil","São João da Boa Vista, SP",4.6,"atração turística, ponto de interesse, estabelecimento,Cachoeira",-218.881.912,-467.654.618,ChIJ0aZuxuzNyZQRPBs3Mkf_qrA
Roteiro do Vinho - São Roque,"Rua Dr. Durval Villaça, 331 - Jardim Villaca, São Roque - SP, 18135-180, Brasil","São Roque, SP",4.6,"atração turística, alimentação, ponto de interesse, estabelecimento",-23.547.928,-471.238,ChIJi9N94X8Nz5QRYXTJm42bc4M
Estação Ferroviária de São Roque,"R. João Teodoro, 354 - Estacao, São Roque - SP, 18131-015, Brasil","São Roque, SP",4.3,"atração turística, ponto de interesse, estabelecimento",-235.363.313,-471.416.171,ChIJNbVDpK5yz5QRJmekCKnumZs
Morro do Cruzeiro,"São Roque, SP, Brasil","São Roque, SP",4.3,"atração turística, ponto de interesse, estabelecimento",-235.376.248,-471.431.695,ChIJsfS45q5yz5QRTgogOxjfAgI
Parque Natural Municipal Mata da Câmara,"Estr. Mario de Andrade, 1908 - Jardim das Flores, São Roque - SP, 18133-750, Brasil","São Roque, SP",4.3,"parque, ponto de interesse, estabelecimento",-235.272.131,-47.114.493,ChIJC4bWfWwNz5QRQTklHiRlsDI
Centro Cultural Brasital,"Av. Araçaí, 250 - Vila Aguiar, São Roque - SP, 18130-235, Brasil","São Roque, SP",4.4,"atração turística, ponto de interesse, estabelecimento",-235.335.028,-471.310.351,ChIJvZVkXFENz5QRCG0tX3A88Uc
Morro do Saboó,"São Roque, SP, Brasil","São Roque, SP",4.8,"atração turística, parque, ponto de interesse, estabelecimento",-234.751.586,-471.630.096,ChIJg-jcPoVsz5QROxupQXz1_wk
Pico da pedreira de São roque,"São Roque, SP, Brasil","São Roque, SP",4.0,"atração turística, ponto de interesse, estabelecimento",-235.387.996,-471.490.348,ChIJi-zsulpzz5QRmw25Nm3993g
Museu do Vinho,"R. São Judas Tadeu, 1183 - Jardim Villaca, São Roque - SP, 18135-681, Brasil","São Roque, SP",4.3,"museu, atração turística, ponto de interesse, estabelecimento",-235.596.713,-471.213.801,ChIJ55t0SiENz5QR_nMB_0i1CPE
O Castelo,"Estr. Turística do Morro do Saboó, 1601 - Saboó, São Roque - SP, 18132-680, Brasil","São Roque, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-234.764.819,-471.459.915,ChIJsS88Rq1tz5QRRMPnFiWyGqY
Vinícola Góes,"Estr. do Vinho, 9111 - São Roque, SP, 18145-002, Brasil","São Roque, SP",4.6,"atração turística, alimentação, ponto de interesse, estabelecimento",-236.107.519,-47.160.176,ChIJVQdYZWFzz5QRHLigF6auPww
Rota Turística Saboó e Castello,"Estrada Turistica, Estr. Turística do Morro do Saboó, São Roque - SP, 18132-680, Brasil","São Roque, SP",4.8,"atração turística, ponto de interesse, estabelecimento",-234.747.501,-4.714.586.320.000.000,ChIJpcXzIQttz5QRzwwNc05TMos
Praça da República,"Av. Antônino Dias Bastos, S/N - Centro, São Roque - SP, 18130-350, Brasil","São Roque, SP",4.3,"parque, ponto de interesse, estabelecimento",-2.352.964,-4.713.791.430.000.000,ChIJu-rznapyz5QRzd34Ybxb8sA
Praça da Matriz de São Roque,"Centro, São Roque - SP, 18130-290, Brasil","São Roque, SP",4.6,"parque, ponto de interesse, estabelecimento",-23.530.562,-471.354.967,ChIJq6o6O1UNz5QRXc3Rq73Z36c
Sao Roque sp Ponto das festas,"Rua Capitão Messias, 138 - Vila Santa Isabel, São Roque - SP, 18136-030, Brasil","São Roque, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-235.396.649,-471.367.617,ChIJr2dup4Rzz5QRP7luuB6Xneo
Pedreira de São Roque,"São Roque, SP, Brasil","São Roque, SP",4.7,"parque, ponto de interesse, estabelecimento",-235.384.661,-471.484.089,ChIJP6OwpbNzz5QRWomQxRRThX8
Largo dos Mendes,"Praça - L. dos Mendes, S/N - Praça - Esplanada Mendes Moraes, São Roque - SP, 18130-521, Brasil","São Roque, SP",4.3,"parque, ponto de interesse, estabelecimento",-235.280.958,-471.330.105,ChIJs70_f8cNz5QRJ56-Nfc3u9M
Pedreira Marmeleiro,"FV62+QV - São Roque, SP, Brasil","São Roque, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-235.380.533,-471.478.532,ChIJBQQ_NPhzz5QR4cyOJXZCW1s
Rota do Vinho de São Roque,"Estr. do Vinho (Spv-077), 312 - Jardim Villaca, São Roque - SP, 18135-659, Brasil","São Roque, SP",4.8,"atração turística, ponto de interesse, estabelecimento",-235.490.795,-471.237.846,ChIJVcIJSQANz5QR6GR2DKZenT4
Portal de São Roque,"Av. Varanguéra - Vila Sao Domingos, São Roque - SP, 18132-370, Brasil","São Roque, SP",4.5,"ponto de interesse, estabelecimento",-235.125.527,-471.428.844,ChIJD8Pvr1ltz5QRi1y5aC2iXpQ
